"name","Store Number","latitude","longitude","url","sales_52w_py","CV ENERGY BOOST Sales","CV EXOTIC INDULGENCE Sales","CV ACAI ENERGIZE PWR Sales","CV PASSION BLISS Sales","CV FIT & WELLNESS Sales","CV CHIA SUPREMACY Sales","street_address","city","state","zip_code","country","phone_number_1","poblacion (10km)","digital_audience_facebook","digital_audience_instagram","digital_audience_twitter","digital_audience_linkedin","reviews","positive","negative","total_sales","campoverde_sales","digital_audience","Str #","sales_52w","var","sales_mix","velocity_ty_cv","velocity_ly","velocity_var","Qty TY","Qty LY","VAR","segment","sales_tier","",""
"Surprise Neighborhood Market","2691","33.622677","-112.392434","https://www.walmart.com/store/4218/surprise-az/details","921.32","0","3","0","0","5","0","15431 W Greenway Rd","Surprise","AZ","85374","US","623-584-0189","75974","29174","19449","17474","21273","261","146","115","39507881","38803336","152644","4218","688.98","-25.22%","","17.72","13.25","33.72%","64","82","-21.95%","","Amethyst","",""
"Augusta Neighborhood Market","2692","33.493626","-82.135999","https://www.walmart.com/store/4206/augusta-ga/details","3649.04","","","","","","","300 South Belair Rd","Augusta","GA","30907","US","706-941-5148","149464","57394","38263","34377","41850","393","330","63","19141146","17073054","54705","4206","1,900.38","-47.92%","","70.17","36.55","92.02%","171","340","-49.71%","","Emerald","",""
"Buda Supercenter","2693","30.086635","-97.825017","https://www.walmart.com/store/4219/buda-tx/details","2238.12","","","","","","","690 Old San Antonio Rd","Buda","TX","78610","US","512-295-1670","112725","43286","28858","25927","31563","282","122","160","30545069","7510779","173820","4219","2,883.69","28.84%","","43.04","55.46","-22.39%","261","198","31.82%","","Topaz","",""
"Virginia Beach Neighborhood Market","2694","36.792315","-76.082721","https://www.walmart.com/store/4220/virginia-beach-va/details","3374.92","0","0","0","0","0","0","3201 Holland Rd","Virginia Beach","VA","23453","US","757-821-7674","74806","28726","19150","17205","20946","213","205","8","28706785","26161131","54226","4220","2,304.42","-31.72%","","64.9","44.32","46.45%","207","308","-32.79%","","Topaz","",""
"Conover Supercenter","2695","35.727427","-81.21099","https://www.walmart.com/store/4224/conover-nc/details","0","206","180","244","161","189","222","201 Zelkova Ct Nw","Conover","NC","28613","US","828-464-4441","148215","56915","37943","34089","41500","213","165","48","18583206","34067547","126072","4224","252.31","100.00%","","0","4.85","-100.00%","23","0","100.00%","","Quartz","",""
"Maryville Supercenter","2696","35.71475","-84.012705","https://www.walmart.com/store/4223/maryville-tn/details","0","0","0","74","0","5","63","2410 Us Highway 411 S","Maryville","TN","37801","US","865-982-3660","50380","19346","12897","11587","14106","188","129","59","15659897","48729926","118107","4223","109.7","100.00%","","0","2.11","-100.00%","10","0","100.00%","","Quartz","",""
"Dunlap Supercenter","2697","35.386379","-85.382194","https://www.walmart.com/store/4226/dunlap-tn/details","0","0","0","175","131","188","145","16773 Rankin Ave","Dunlap","TN","37327","US","423-949-7778","132932","51046","34031","30574","37221","505","103","402","37998861","32903170","153393","4226","65.82","100.00%","","0","1.27","-100.00%","6","0","100.00%","","Quartz","",""
"Glendale Neighborhood Market","2698","33.713791","-112.201314","https://www.walmart.com/store/4233/glendale-az/details","590.4","","","","","","","6550 West Happy Valley Rd","Glendale","AZ","85310","US","623-566-9754","63400","24346","16230","14582","17752","337","115","222","46393860","46340300","107679","4233","1,201.43","100.00%","","11.35","23.1","-50.86%","109","54","100.00%","","Amethyst","",""
"Fort Wayne Supercenter","2699","41.176255","-85.169186","https://www.walmart.com/store/4230/fort-wayne-in/details","129.12","18","0","16","10","23","30","10105 Lima Rd","Fort Wayne","IN","46818","US","260-490-6510","62685","24071","16047","14418","17552","717","667","50","1183030","33690887","81768","4230","0","-100.00%","","2.48","0","100.00%","0","12","-100.00%","","Amethyst","",""
"Phoenix Supercenter","2700","33.596146","-111.978633","https://www.walmart.com/store/4232/phoenix-az/details","2278.66","","","","","","","4747 E Cactus Rd","Phoenix","AZ","85032","US","602-404-3712","108863","41803","27869","25038","30482","666","190","476","48775333","18700970","91066","4232","2,007.94","-11.88%","","43.82","38.61","13.48%","182","203","-10.34%","","Topaz","",""
"Terre Haute Supercenter","2701","39.43878","-87.337007","https://www.walmart.com/store/4235/terre-haute-in/details","1210.12","","","","","","","2399 S State Road 46","Terre Haute","IN","47803","US","812-872-2520","115628","44401","29601","26594","32376","364","204","160","15369624","30206170","194161","4235","1,655.76","36.83%","","23.27","31.84","-26.91%","150","110","36.36%","","Amethyst","",""
"Fort Wayne Supercenter","2702","41.014001","-85.120347","https://www.walmart.com/store/4231/fort-wayne-in/details","358.47","","","","","","","7502 Southtown Crossing Blvd","Fort Wayne","IN","46816","US","260-441-7071","62685","24071","16047","14418","17552","111","102","9","17767471","47045112","62530","4231","0","-100.00%","","6.89","0","100.00%","0","33","-100.00%","","Amethyst","",""
"Indian Land Supercenter","2703","35.0107763","-80.8493703","https://www.walmart.com/store/4237/indian-land-sc/details","7353.64","175","0","101","116","101","0","10048 Charlotte Hwy","Indian Land","SC","29707","US","803-802-6666","78405","30108","20072","18033","21953","371","242","129","1592627","48206992","122704","4237","5,237.26","-28.78%","","141.42","100.72","40.41%","473","674","-29.82%","","Diamond","",""
"Sanger Supercenter","2704","36.70562","-119.577659","https://www.walmart.com/store/4238/sanger-ca/details","5086.88","4","2","0","1","2","0","2761 Jensen Ave","Sanger","CA","93657","US","559-875-4268","105402","40474","26983","24242","29513","638","226","412","27548248","42971808","126021","4238","5,254.28","3.29%","","97.82","101.04","-3.19%","456","460","-0.87%","","Emerald","",""
"Reno Supercenter","2705","39.615403","-119.853027","https://www.walmart.com/store/4239/reno-nv/details","7508.94","66","0","95","38","80","0","250 Vista Knoll Parkway","Reno","NV","89506","US","775-332-0308","128110","49194","32796","29465","35871","768","306","462","26575970","25650987","150350","4239","4,973.41","-33.77%","","144.4","95.64","50.98%","449","693","-35.21%","","Diamond","",""
"Stillwater Supercenter","2706","36.113979","-97.119185","https://www.walmart.com/store/4241/stillwater-ok/details","0","87","6","87","116","125","0","4545 W 6th Ave","Stillwater","OK","74074","US","405-707-0744","69702","26766","17844","16031","19517","588","224","364","30081606","41310060","117009","4241","340.07","100.00%","","0","6.54","-100.00%","31","0","100.00%","","Quartz","",""
"Highland Village Supercenter","2707","33.076904","-97.078114","https://www.walmart.com/store/4240/highland-village-tx/details","3547.74","","","","","","","3060 Justin Rd","Highland Village","TX","75077","US","972-317-4951","78357","30089","20059","18022","21940","754","560","194","4261748","34017622","184705","4240","344.25","-90.30%","","68.23","6.62","100.00%","39","315","-87.62%","","Emerald","",""
"Morrisville Supercenter","2708","35.867367","-78.84613","https://www.walmart.com/store/4250/morrisville-nc/details","0","16","0","245","141","262","164","1001 Shiloh Glenn Dr","Morrisville","NC","27560","US","919-474-2285","139958","53744","35829","32190","39188","614","614","0","38910925","36800357","185545","4250","526.56","100.00%","","0","10.13","-100.00%","48","0","100.00%","","Quartz","",""
"Flagstaff Supercenter","2709","35.199628","-111.61427","https://www.walmart.com/store/4252/flagstaff-az/details","4562.92","","","","","","","2601 E Huntington Dr","Flagstaff","AZ","86004","US","928-774-3409","69332","26623","17749","15946","19413","245","212","33","46129541","14307684","54275","4252","4,553.13","-0.21%","","87.75","87.56","0.22%","411","410","0.24%","","Emerald","",""
"Havre Supercenter","2710","48.554783","-109.737138","https://www.walmart.com/store/4247/havre-mt/details","6208.72","","","","","","","3510 Us Highway 2 W","Havre","MT","59501","US","406-262-9162","113042","43408","28939","26000","31652","886","236","650","5961183","7615065","173374","4247","3,224.34","-48.07%","","119.4","62.01","92.56%","292","566","-48.41%","","Diamond","",""
"Ames Supercenter","2711","42.016177","-93.606956","https://www.walmart.com/store/4256/ames-ia/details","60","","","","","","","534 S Duff Ave","Ames","IA","50010","US","515-956-3536","90101","34599","23066","20723","25228","788","656","132","22488434","39854216","87414","4256","0","-100.00%","","0","0","0.00%","0","12","-100.00%","","Amethyst","",""
"Elyria Supercenter","2712","41.350947","-82.067295","https://www.walmart.com/store/4255/elyria-oh/details","2716.6","135","0","197","144","182","0","1000 Chestnut Commons Dr","Elyria","OH","44035","US","440-365-0135","134207","51535","34357","30868","37578","841","303","538","13617746","39818632","179938","4255","2,600.61","-4.27%","","52.24","50.01","4.46%","234","268","-12.69%","","Topaz","",""
"The Villages Supercenter","2713","28.930175","-82.031165","https://www.walmart.com/store/4262/the-villages-fl/details","5218.18","97","3","76","127","141","62","4085 Wedgewood Ln","The Villages","FL","32162","US","352-259-0128","97841","37571","25047","22503","27395","928","185","743","49935185","14333033","182069","4262","4,505.12","-13.66%","","100.35","86.64","15.83%","406","473","-14.16%","","Emerald","",""
"Port St Lucie Supercenter","2714","27.262039","-80.40489","https://www.walmart.com/store/4260/port-st-lucie-fl/details","11025.88","","","","","","","1850 Sw Gatlin Blvd","Port St Lucie","FL","34953","US","772-336-8212","128011","49156","32771","29443","35843","947","823","124","45189833","3761206","83633","4260","8,358.24","-24.19%","","212.04","159.47","32.96%","762","997","-23.57%","","Diamond","",""
"Oro Valley Neighborhood Market","2715","32.350839","-110.977172","https://www.walmart.com/store/4264/oro-valley-az/details","726.38","98","5","172","95","123","0","7951 N Oracle Rd","Oro Valley","AZ","85704","US","520-469-9556","53291","20464","13642","12257","14921","200","165","35","21619347","45615585","154719","4264","1,159.26","59.59%","","13.97","22.29","-37.34%","105","67","56.72%","","Amethyst","",""
"Fredericksburg Supercenter","2716","38.369344","-77.529197","https://www.walmart.com/store/4258/fredericksburg-va/details","7921.6","0","0","0","0","0","0","11 Village Pkwy","Fredericksburg","VA","22406","US","540-752-2125","74887","28757","19171","17224","20968","853","552","301","34990470","38006102","145800","4258","6,913.68","-12.72%","","152.34","132.96","14.58%","624","722","-13.57%","","Diamond","",""
"Shelbyville Supercenter","2717","39.407965","-88.828456","https://www.walmart.com/store/4259/shelbyville-il/details","708.92","103","0","83","24","37","5","2607 W. Main St.","Shelbyville","IL","62565","US","217-774-1560","129059","49559","33039","29684","36137","789","472","317","39435414","38786166","137084","4259","153.96","-78.28%","","13.63","2.96","100.00%","27","64","-57.81%","","Amethyst","",""
"Logan Supercenter","2718","41.712169","-111.835983","https://www.walmart.com/store/4272/logan-ut/details","6678.28","","","","","","","1150 S 100 W","Logan","UT","84321","US","435-753-2111","133401","51226","34151","30682","37352","277","129","148","38538679","38662049","101745","4272","3,280.18","-50.88%","","128.43","63.08","100.00%","296","641","-53.82%","","Diamond","",""
"Leland Supercenter","2719","34.209879","-78.023068","https://www.walmart.com/store/4273/leland-nc/details","6023.76","","","","","","","1112 New Pointe Blvd","Leland","NC","28451","US","910-383-1769","66991","25725","17150","15408","18757","738","682","56","47942311","30275221","50030","4273","4,581.91","-23.94%","","115.84","88.11","31.47%","413","552","-25.18%","","Diamond","",""
"Peoria Neighborhood Market","2720","33.609159","-112.21834","https://www.walmart.com/store/4275/peoria-az/details","873.6","2","3","3","2","8","4","7421 West Thunderbird Road","Peoria","AZ","85381","US","602-627-9848","115089","44194","29463","26470","32225","106","102","4","40408324","1272197","130301","4275","1,006.25","15.18%","","16.8","19.35","-13.18%","91","78","16.67%","","Amethyst","",""
"Denver Supercenter","2721","35.45178","-81.001304","https://www.walmart.com/store/4274/denver-nc/details","0","0","0","0","0","0","0","7131 Highway #73","Denver","NC","28037","US","704-827-8911","84594","32484","21656","19457","23686","515","425","90","34726465","12162366","135742","4274","296.19","100.00%","","0","5.7","-100.00%","27","0","100.00%","","Quartz","",""
"Taylor Supercenter","2722","41.3954756","-75.6860817","https://www.walmart.com/store/4276/taylor-pa/details","7356.41","","","","","","","1325 Main","Taylor","PA","18517","US","570-309-3510","66536","25550","17033","15303","18630","913","481","432","20742801","36091945","58491","4276","5,784.08","-21.37%","","140.72","111.23","26.51%","522","664","-21.39%","","Diamond","",""
"Ladysmith Supercenter","2723","45.457347","-91.113992","https://www.walmart.com/store/4281/ladysmith-wi/details","0","8","0","8","0","0","0","800 W 10th St S","Ladysmith","WI","54848","US","715-532-2039","120177","46148","30765","27641","33650","271","228","43","41488810","17926846","197837","4281","230.37","100.00%","","0","4.43","-100.00%","21","0","100.00%","","Quartz","",""
"Hurricane Supercenter","2724","38.4411319","-82.0233958","https://www.walmart.com/store/4277/hurricane-wv/details","274.46","9","4","0","5","15","0","167 Progress Way","Hurricane","WV","25526","US","304-562-0475","69471","26677","17785","15978","19452","100","100","0","28833408","44468993","99129","4277","586.54","100.00%","","5.28","11.28","-53.21%","53","25","100.00%","","Amethyst","",""
"Midlothian Supercenter","2725","32.485326","-97.005713","https://www.walmart.com/store/4279/midlothian-tx/details","1919.36","0","4","9","45","7","0","400 N Highway 67","Midlothian","TX","76065","US","972-775-6755","120603","46312","30874","27739","33769","451","367","84","9359793","17473369","55959","4279","40","-97.92%","","36.91","0.77","100.00%","8","172","-95.35%","","Topaz","",""
"Columbus Supercenter","2726","32.522769","-84.949144","https://www.walmart.com/store/4283/columbus-ga/details","6137.92","0","0","14","110","14","0","2801 Airport Thruway","Columbus","GA","31909","US","706-653-4227","106251","40800","27200","24438","29750","934","835","99","46462407","36557553","53589","4283","4,745.32","-22.69%","","118.04","91.26","29.35%","428","563","-23.98%","","Diamond","",""
"Lakewood Supercenter","2727","39.722231","-105.080398","https://www.walmart.com/store/4284/lakewood-co/details","1416.96","199","132","215","114","247","290","440 Wadsworth Blvd","Lakewood","CO","80226","US","303-205-0754","73184","28103","18735","16832","20492","774","670","104","8753774","16571625","53664","4284","87.76","-93.81%","","27.25","1.69","100.00%","8","133","-93.98%","","Amethyst","",""
"Quincy Supercenter","2728","38.2021331","-81.5059073","https://www.walmart.com/store/4278/quincy-wv/details","300.66","67","0","82","39","0","52","1001 Warrior Way","Quincy","WV","25015","US","304-220-3001","59777","22954","15303","13749","16738","566","527","39","2597756","1701910","125336","4278","176.66","-41.24%","","5.78","3.4","70.19%","16","27","-40.74%","","Amethyst","",""
"Cleveland Supercenter","2729","41.461581","-81.692713","https://www.walmart.com/store/4285/cleveland-oh/details","784.72","0","6","9","0","0","0","3400 Steelyard Dr","Cleveland","OH","44109","US","216-661-2406","78934","30311","20207","18155","22102","567","254","313","22029756","1313706","127026","4285","4,944.06","100.00%","","15.09","95.08","-84.13%","447","68","100.00%","","Amethyst","",""
"Broomfield Supercenter","2730","39.91673","-105.046458","https://www.walmart.com/store/4288/broomfield-co/details","6649.65","63","0","49","48","72","0","4651 W 121st Ave","Broomfield","CO","80020","US","303-217-9374","84239","32348","21565","19375","23587","343","261","82","5787945","6938837","126788","4288","3,943.53","-40.70%","","127.88","75.84","68.62%","357","621","-42.51%","","Diamond","",""
"Phoenix Neighborhood Market","2731","33.376046","-112.029277","https://www.walmart.com/store/4293/phoenix-az/details","1535.74","26","0","22","24","19","40","2435 E Baseline Rd","Phoenix","AZ","85042","US","602-232-2115","108863","41803","27869","25038","30482","614","172","442","34992988","29710737","52064","4293","2,174.20","41.57%","","29.53","41.81","-29.37%","197","137","43.80%","","Topaz","",""
"Miami Supercenter","2732","25.843304","-80.251349","https://www.walmart.com/store/4303/miami-fl/details","19832.2","151","8","143","139","79","5","3200 Nw 79th Street","Miami","FL","33147","US","305-913-8439","61375","23568","15712","14116","17185","512","124","388","20258341","42037019","93569","4303","19,067.71","-3.85%","","381.39","366.69","4.01%","1721","1809","-4.86%","","Diamond","",""
"Orangevale Supercenter","2733","38.67938","-121.222549","https://www.walmart.com/store/4309/orangevale-ca/details","834.6","71","0","118","72","126","4","8961 Greenback Ln","Orangevale","CA","95662","US","916-989-5800","126996","48766","32511","29209","35559","705","602","103","33983708","48536050","141268","4309","1,389.20","66.45%","","16.05","26.72","-39.92%","119","66","80.30%","","Amethyst","",""
"Alexandria Supercenter","2734","31.292001","-92.513688","https://www.walmart.com/store/4295/alexandria-la/details","258.02","","","","","","","6225 Coliseum Blvd","Alexandria","LA","71303","US","318-448-8881","69540","26703","17802","15994","19471","218","204","14","39491885","7303791","197550","4295","109.7","-57.48%","","4.23","2.11","100.00%","10","28","-64.29%","","Amethyst","",""
"Millbrook Supercenter","2735","32.493877","-86.398425","https://www.walmart.com/store/4318/millbrook-al/details","6850.28","0","0","75","61","76","110","145 Kelley Blvd","Millbrook","AL","36054","US","334-285-0311","146098","56102","37401","33603","40907","805","762","43","28400389","9033301","101281","4318","4,890.07","-28.62%","","131.74","94.04","40.09%","440","626","-29.71%","","Diamond","",""
"Crete Supercenter","2736","40.640458","-96.939443","https://www.walmart.com/store/4322/crete-ne/details","3874.86","","","","","","","1800 E 29th St","Crete","NE","68333","US","402-826-1002","92906","35676","23784","21368","26014","646","513","133","26636237","31507353","138319","4322","2,153.83","-44.42%","","74.52","41.42","79.91%","194","366","-46.99%","","Emerald","",""
"Chandler Neighborhood Market","2737","33.30784","-111.808474","https://www.walmart.com/store/4324/chandler-az/details","832.12","","","","","","","1900 E Chandler Blvd","Chandler","AZ","85225","US","480-448-4322","96065","36889","24593","22095","26898","748","550","198","23349205","6315539","56636","4324","1,529.25","83.78%","","16","29.41","-45.59%","138","74","86.49%","","Amethyst","",""
"Humble Supercenter","2738","29.93649","-95.252718","https://www.walmart.com/store/4298/humble-tx/details","806.66","","","","","","","9235 N Sam Houston Pkwy E","Humble","TX","77396","US","281-441-2209","79051","30356","20237","18182","22134","245","197","48","14934410","43419952","138276","4298","285.22","-64.64%","","15.51","5.49","100.00%","26","73","-64.38%","","Amethyst","",""
"Chelsea Supercenter","2739","33.347786","-86.619238","https://www.walmart.com/store/4330/chelsea-al/details","4647.7","60","0","125","46","75","0","16077 Highway 280","Chelsea","AL","35043","US","205-678-2222","82302","31604","21069","18929","23045","715","677","38","46373570","49297382","97544","4330","3,266.93","-29.71%","","89.38","62.83","42.27%","295","431","-31.55%","","Emerald","",""
"Lubbock Supercenter","2740","33.5162977","-101.9553076","https://www.walmart.com/store/4299/lubbock-tx/details","659.96","134","101","173","171","163","192","6315 82nd St","Lubbock","TX","79424","US","806-698-6394","125928","48356","32238","28963","35260","561","521","40","1669158","14886552","95324","4299","2,171.21","100.00%","","12.69","41.75","-69.60%","196","58","100.00%","","Amethyst","",""
"Orlando Supercenter","2741","28.43987","-81.476496","https://www.walmart.com/store/4332/orlando-fl/details","8097.52","","","","","","","8990 Turkey Lake Rd","Orlando","FL","32819","US","407-351-2229","147475","56630","37754","33919","41293","576","268","308","10565288","42558128","139412","4332","6,606.38","-18.41%","","155.72","127.05","22.57%","595","734","-18.94%","","Diamond","",""
"Wichita Supercenter","2742","37.784405","-97.373553","https://www.walmart.com/store/4321/wichita-ks/details","0","","","","","","","5475 N Meridian Ave","Wichita","KS","67204","US","316-831-9425","59885","22996","15331","13774","16768","199","174","25","35420526","35437851","165543","4321","307.16","100.00%","","0","5.91","-100.00%","28","0","100.00%","","Quartz","",""
"Weaverville Supercenter","2743","35.703335","-82.579404","https://www.walmart.com/store/4334/weaverville-nc/details","0","","","","","","","25 Northridge Commons Pkwy","Weaverville","NC","28787","US","828-645-5028","56278","21611","14407","12944","15758","307","227","80","34824077","19241753","102127","4334","109.7","100.00%","","0","2.11","-100.00%","10","0","100.00%","","Quartz","",""
"El Mirage Supercenter","2744","33.610608","-112.33649","https://www.walmart.com/store/4336/el-mirage-az/details","2418.06","","","","","","","12900 W Thunderbird Rd","El Mirage","AZ","85335","US","623-583-1321","96654","37115","24743","22230","27063","838","357","481","11019828","37949100","143585","4336","2,521.68","4.29%","","46.5","48.49","-4.11%","228","219","4.11%","","Topaz","",""
"Falcon Supercenter","2745","38.939301","-104.613146","https://www.walmart.com/store/4335/falcon-co/details","0","","","","","","","11550 Meridian Market Vw","Falcon","CO","80831","US","719-522-2910","77314","29689","19792","17782","21648","140","115","25","40120199","26887531","124005","4335","252.31","100.00%","","0","4.85","-100.00%","23","0","100.00%","","Quartz","",""
"Yuma Supercenter","2746","32.668092","-114.493126","https://www.walmart.com/store/4325/yuma-az/details","7006.24","","","","","","","8151 E 32nd St","Yuma","AZ","85365","US","928-344-5974","91056","34966","23310","20943","25496","300","124","176","14187610","7533216","139125","4325","6,556.23","-6.42%","","134.74","126.08","6.86%","591","632","-6.49%","","Diamond","",""
"North Las Vegas Neighborhood Market","2747","36.267622","-115.115396","https://www.walmart.com/store/4339/north-las-vegas-nv/details","3119.18","103","0","157","0","0","0","5940 Losee Rd","North Las Vegas","NV","89081","US","702-639-1202","108475","41654","27770","24949","30373","202","171","31","19898144","17535850","101902","4339","2,863.46","-8.20%","","59.98","55.07","8.93%","259","283","-8.48%","","Topaz","",""
"San Luis Supercenter","2748","32.507315","-114.783442","https://www.walmart.com/store/4337/san-luis-az/details","4295.32","72","0","78","29","82","0","1613 North Main Street","San Luis","AZ","85349","US","928-722-7278","130226","50007","33338","29952","36463","275","215","60","15336827","5044468","197376","4337","6,527.16","51.96%","","82.6","125.52","-34.19%","591","386","53.11%","","Emerald","",""
"Hesperia Supercenter","2749","34.424199","-117.370036","https://www.walmart.com/store/4340/hesperia-ca/details","6315.06","3","0","0","7","7","0","13401 Main St","Hesperia","CA","92345","US","760-948-4851","143548","55122","36748","33016","40193","537","143","394","9731728","3376800","102429","4340","6,257.52","-0.91%","","121.44","120.34","0.92%","543","579","-6.22%","","Diamond","",""
"Truth Or Consequences Supercenter","2750","33.1526603","-107.2496979","https://www.walmart.com/store/4341/truth-or-consequences-nm/details","265.42","","","","","","","2001 H.r. Ashbaugh Dr.","Truth Or Consequences","NM","87901","US","575-894-0343","56724","21782","14521","13047","15883","512","165","347","17563623","13494181","69886","4341","1,623.42","100.00%","","5.1","31.22","-83.65%","147","23","100.00%","","Amethyst","",""
"Fairhope Supercenter","2751","30.522315","-87.848815","https://www.walmart.com/store/4333/fairhope-al/details","4392.6","0","1","7","0","0","0","10040 County Road 48","Fairhope","AL","36532","US","251-990-9006","149204","57294","38196","34317","41777","968","658","310","46486617","30773755","132550","4333","3,719.12","-15.33%","","84.47","71.14","18.74%","340","402","-15.42%","","Emerald","",""
"Duncansville Supercenter","2752","40.370349","-78.432848","https://www.walmart.com/store/4348/duncansville-pa/details","2827.56","0","0","3","4","13","0","200 Commerce Dr","Duncansville","PA","16635","US","814-693-0531","117241","45021","30014","26965","32827","473","384","89","17253158","5418527","114584","4348","2,192.82","-22.45%","","54.38","42.17","28.95%","198","257","-22.96%","","Topaz","",""
"Kilmarnock Supercenter","2753","37.727119","-76.385093","https://www.walmart.com/store/4350/kilmarnock-va/details","2625.76","65","0","61","30","33","80","200 Old Fairgrounds Way","Kilmarnock","VA","22482","US","804-435-6148","109861","42187","28124","25268","30761","117","116","1","3845077","40240808","54266","4350","1,489.36","-43.28%","","49.54","28.64","72.95%","134","241","-44.40%","","Topaz","",""
"Naples Neighborhood Market","2754","26.207268","-81.766528","https://www.walmart.com/store/4354/naples-fl/details","6881.16","66","0","71","14","93","44","5010 Airport Pulling Rd N","Naples","FL","34105","US","239-213-1183","106172","40770","27180","24420","29728","409","138","271","13305244","48888969","76028","4354","4,122.31","-40.09%","","132.33","79.28","66.92%","371","624","-40.54%","","Diamond","",""
"Taylor Supercenter","2755","34.473964","-110.086009","https://www.walmart.com/store/4355/taylor-az/details","2571.82","7","3","6","6","6","6","715 N. Main Street","Taylor","AZ","85939","US","928-536-2543","66536","25550","17033","15303","18630","939","472","467","28929653","23984586","141602","4355","3,609.66","40.35%","","49.46","69.42","-28.75%","327","233","40.34%","","Topaz","",""
"Pensacola Neighborhood Market","2756","30.477863","-87.308317","https://www.walmart.com/store/4357/pensacola-fl/details","3798.76","72","4","174","2","259","131","6670 Mobile Highway","Pensacola","FL","32526","US","850-483-6126","111294","42737","28491","25598","31162","476","314","162","11164803","17574233","67625","4357","3,180.45","-16.28%","","73.05","61.16","19.44%","288","350","-17.71%","","Emerald","",""
"Orlando Supercenter","2757","28.389851","-81.248596","https://www.walmart.com/store/4365/orlando-fl/details","15099.08","0","0","0","0","0","0","11930 Narcoossee Road","Orlando","FL","32832","US","407-204-2039","147475","56630","37754","33919","41293","475","452","23","44396978","18529091","163467","4365","9,877.44","-34.58%","","290.37","189.95","52.86%","891","1371","-35.01%","","Diamond","",""
"Fernley Supercenter","2758","39.611301","-119.216828","https://www.walmart.com/store/4370/fernley-nv/details","3696.8","19","0","57","24","26","0","1550 Newlands Dr E","Fernley","NV","89408","US","775-575-4832","52919","20321","13547","12171","14817","358","222","136","36962891","49398450","83585","4370","3,530.07","-4.51%","","71.09","67.89","4.72%","318","334","-4.79%","","Emerald","",""
"El Paso Neighborhood Market","2759","31.861038","-106.559346","https://www.walmart.com/store/4366/el-paso-tx/details","207.72","","","","","","","951 N Resler Dr","El Paso","TX","79912","US","915-875-0124","87907","33756","22504","20219","24614","341","308","33","21531584","42377019","89953","4366","796.68","100.00%","","3.99","15.32","-73.93%","72","18","100.00%","","Amethyst","",""
"Omaha Supercenter","2760","41.244171","-96.025545","https://www.walmart.com/store/4358/omaha-ne/details","4440","64","0","77","45","93","0","1606 S 72nd St","Omaha","NE","68124","US","402-393-9560","127157","48828","32552","29246","35604","616","432","184","8691001","30116556","143078","4358","3,918.58","-11.74%","","85.38","75.36","13.31%","353","408","-13.48%","","Emerald","",""
"Ocala Supercenter","2761","29.118589","-82.023515","https://www.walmart.com/store/4368/ocala-fl/details","7770","","","","","","","34 Bahia Ave","Ocala","FL","34472","US","352-537-3095","108565","41689","27793","24970","30398","690","323","367","2410728","16732787","163860","4368","4,211.21","-45.80%","","149.42","80.98","84.51%","379","714","-46.92%","","Diamond","",""
"Las Vegas Supercenter","2762","36.065063","-115.24894","https://www.walmart.com/store/4356/las-vegas-nv/details","7516.1","1","3","0","1","6","0","7200 Arroyo Crossing Pkwy","Las Vegas","NV","89113","US","702-270-6003","50759","19491","12994","11675","14213","174","106","68","13807482","38307206","116364","4356","6,887.04","-8.37%","","144.54","132.44","9.13%","621","823","-24.54%","","Diamond","",""
"Kingwood Supercenter","2763","39.486923","-79.733622","https://www.walmart.com/store/4372/kingwood-wv/details","626.26","0","0","55","38","63","106","100 Walmart Dr","Kingwood","WV","26537","US","304-329-4020","54180","20805","13870","12461","15170","951","521","430","21016443","16344708","138472","4372","752.8","20.21%","","12.04","14.48","-16.81%","68","59","15.25%","","Amethyst","",""
"Craig Supercenter","2764","40.511514","-107.569572","https://www.walmart.com/store/4377/craig-co/details","0","0","0","0","0","0","0","2000 W Victory Way","Craig","CO","81625","US","970-824-0340","87127","33457","22305","20039","24396","775","327","448","24693230","26217680","172644","4377","76.79","100.00%","","0","1.48","-100.00%","7","0","100.00%","","Quartz","",""
"Onley Supercenter","2765","37.685542","-75.724009","https://www.walmart.com/store/4378/onley-va/details","5991.94","0","0","67","44","53","102","26036 Lankford Hwy","Onley","VA","23418","US","757-302-4089","66723","25622","17081","15346","18682","475","132","343","7308866","25336267","51970","4378","4,771.82","-20.36%","","115.23","91.77","25.57%","430","551","-21.96%","","Diamond","",""
"Coral Springs Neighborhood Market","2766","26.242174","-80.267383","https://www.walmart.com/store/4380/coral-springs-fl/details","7366.42","73","0","106","0","3","74","10635 W Atlantic Blvd","Coral Springs","FL","33071","US","954-345-9513","82894","31831","21221","19066","23210","614","577","37","6385632","35720316","180571","4380","3,597.10","-51.17%","","141.66","69.18","100.00%","327","677","-51.70%","","Diamond","",""
"Worcester Supercenter","2767","42.233355","-71.791547","https://www.walmart.com/store/4387/worcester-ma/details","13887.64","89","0","115","0","5","86","25 Tobias Boland Way","Worcester","MA","1607","US","774-314-3157","126289","48495","32330","29046","35361","527","356","171","13135839","21125976","174926","4387","10,052.53","-27.62%","","267.07","193.32","38.15%","906","1274","-28.89%","","Diamond","",""
